Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,772,4,Male,63,3,4,Laboratory Technician,1,Divorced,5898,26618,7,Y,Yes,12,3,3,80,3,8,2,4,3,0,3,2
42,No,Travel_Frequently,Research & Development,6,4,Marketing,1,773,1,Female,38,1,1,Laboratory Technician,2,Single,8108,17060,2,Y,No,24,3,4,80,0,37,2,3,9,8,1,7
45,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,774,3,Male,69,4,4,Research Scientist,1,Married,10266,14488,5,Y,No,17,3,3,80,0,22,1,3,9,7,6,6
42,No,Travel_Rarely,Research & Development,9,2,Medical,1,775,3,Female,36,3,2,Manufacturing Director,3,Divorced,7409,17002,9,Y,No,13,3,1,80,2,8,4,3,10,8,6,10
22,No,Travel_Rarely,Sales,1,4,Marketing,1,776,2,Male,59,2,4,Sales Representative,4,Single,4028,24168,9,Y,No,15,3,3,80,2,38,1,2,1,1,0,0
30,Yes,Travel_Rarely,Sales,12,2,Life Sciences,1,777,3,Female,95,3,1,Sales Representative,2,Single,4453,6643,7,Y,Yes,17,3,4,80,3,10,1,3,2,0,2,0
34,No,Non-Travel,Research & Development,2,2,Medical,1,778,1,Male,59,1,5,Laboratory Technician,3,Divorced,4564,22705,8,Y,No,23,3,1,80,3,3,4,3,1,0,1,1
36,No,Non-Travel,Research & Development,4,2,Life Sciences,1,779,4,Male,97,2,1,Research Scientist,4,Divorced,6908,23112,7,Y,Yes,12,3,4,80,2,13,4,3,3,0,2,3
42,No,Non-Travel,Research & Development,3,2,Other,1,780,4,Male,87,4,3,Laboratory Technician,3,Single,7227,7640,8,Y,Yes,18,3,3,80,3,39,2,2,0,0,0,0
38,No,Non-Travel,Sales,15,2,Life Sciences,1,781,4,Male,84,2,3,Sales Representative,4,Single,7302,5410,3,Y,Yes,12,3,4,80,0,30,0,4,15,15,11,6
24,Yes,Travel_Frequently,Sales,1,3,Medical,1,782,4,Male,43,2,4,Sales Executive,4,Divorced,5878,3358,9,Y,No,14,3,2,80,1,4,1,2,6,2,3,4
40,No,Travel_Rarely,Research & Development,6,3,Marketing,1,783,2,Male,66,2,1,Laboratory Technician,1,Divorced,5981,13796,0,Y,No,14,3,2,80,2,6,0,2,1,0,0,1
42,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,784,2,Female,73,3,1,Research Scientist,3,Divorced,8628,13185,6,Y,Yes,18,3,4,80,1,16,4,3,10,7,10,7
42,No,Travel_Rarely,Sales,9,2,Marketing,1,785,3,Male,35,4,2,Sales Executive,2,Divorced,5610,17631,9,Y,Yes,21,3,2,80,3,22,4,3,3,0,3,1
46,Yes,Travel_Rarely,Research & Development,18,4,Marketing,1,786,1,Male,55,1,5,Laboratory Technician,3,Married,8807,12433,3,Y,Yes,11,3,1,80,1,27,1,3,6,1,2,2
44,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,787,4,Male,43,3,1,Healthcare Representative,4,Single,10724,18921,0,Y,No,22,3,3,80,2,21,2,3,8,5,1,7
41,Yes,Non-Travel,Research & Development,5,1,Other,1,788,1,Male,37,4,4,Laboratory Technician,4,Divorced,6171,22252,2,Y,No,19,4,1,80,3,29,6,3,3,2,3,2
36,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1,789,4,Male,53,4,2,Research Scientist,3,Single,9683,6576,6,Y,Yes,16,3,4,80,1,1,1,3,13,10,12,11
22,No,Travel_Frequently,Sales,5,1,Medical,1,790,1,Male,68,3,2,Sales Executive,2,Divorced,4092,22909,2,Y,No,14,3,3,80,0,30,2,3,4,1,0,1
40,Yes,Travel_Rarely,Human Resources,5,4,Technical Degree,1,791,4,Male,78,2,4,Human Resources,2,Married,6058,21967,0,Y,No,16,3,4,80,2,24,3,1,3,2,1,1
38,No,Travel_Rarely,Research & Development,6,4,Marketing,1,792,1,Male,92,4,4,Research Scientist,3,Single,6587,9898,6,Y,No,23,3,4,80,2,13,2,3,10,9,1,1
39,No,Travel_Rarely,Research & Development,9,4,Medical,1,793,1,Male,55,1,1,Research Director,1,Married,7292,19734,7,Y,No,23,3,1,80,2,30,1,3,1,0,0,1
25,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,794,4,Male,39,3,1,Laboratory Technician,3,Single,4161,11136,4,Y,No,16,3,2,80,2,26,1,1,2,2,0,0
27,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,795,2,Male,87,4,2,Laboratory Technician,1,Married,4906,22240,5,Y,No,23,3,4,80,3,34,2,3,6,6,6,1
46,No,Travel_Rarely,Research & Development,4,2,Other,1,796,4,Male,43,1,2,Laboratory Technician,2,Divorced,8661,16216,2,Y,No,24,3,3,80,0,20,0,4,9,8,5,0
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,797,3,Female,68,1,5,Manufacturing Director,2,Divorced,5890,21009,4,Y,No,19,3,4,80,0,6,2,3,0,0,0,0
43,No,Travel_Rarely,Research & Development,12,3,Medical,1,798,1,Male,60,1,2,Manufacturing Director,4,Married,6305,14398,2,Y,No,21,3,4,80,1,9,3,3,2,0,0,0
37,No,Travel_Rarely,Research & Development,3,1,Technical Degree,1,799,4,Female,79,1,4,Manufacturing Director,4,Divorced,9174,22691,1,Y,No,24,3,1,80,2,37,3,4,19,15,15,9
37,No,Travel_Rarely,Research & Development,1,4,Marketing,1,800,3,Male,45,3,4,Research Scientist,2,Married,6986,15994,6,Y,Yes,22,3,4,80,2,37,0,2,7,6,3,5
45,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,801,4,Female,80,1,5,Research Scientist,1,Married,6406,11042,9,Y,Yes,14,3,1,80,1,16,3,2,0,0,0,0
32,No,Travel_Rarely,Research & Development,16,4,Medical,1,802,3,Female,44,3,3,Research Scientist,3,Single,7934,21309,6,Y,No,18,3,1,80,3,4,1,3,14,7,12,5
37,Yes,Travel_Rarely,Research & Development,17,2,Medical,1,803,3,Male,67,1,3,Manufacturing Director,2,Married,6667,11187,7,Y,No,11,3,4,80,0,32,0,3,7,2,5,2
32,No,Travel_Rarely,Human Resources,25,4,Medical,1,804,2,Female,50,1,4,Human Resources,3,Single,6372,8714,0,Y,No,16,3,4,80,2,20,0,3,2,0,1,0
33,No,Travel_Rarely,Research & Development,16,5,Medical,1,805,2,Male,45,3,3,Research Scientist,4,Married,7779,25581,1,Y,No,15,4,3,80,1,29,0,3,1,1,1,1
34,No,Travel_Frequently,Research & Development,1,4,Technical Degree,1,806,3,Male,96,2,3,Laboratory Technician,3,Single,5112,16287,1,Y,No,13,3,2,80,0,31,5,3,5,2,0,0
38,Yes,Travel_Frequently,Sales,3,4,Life Sciences,1,807,3,Female,94,4,5,Sales Representative,3,Single,3672,24390,2,Y,Yes,14,3,2,80,1,17,2,3,1,0,1,0
32,No,Travel_Rarely,Human Resources,13,4,Marketing,1,808,3,Female,42,4,2,Human Resources,3,Divorced,5114,14953,6,Y,No,18,3,2,80,1,25,2,2,3,3,1,0
48,No,Travel_Rarely,Research & Development,3,3,Marketing,1,809,3,Male,93,3,2,Healthcare Representative,4,Single,6268,10541,6,Y,No,21,3,2,80,3,16,0,1,5,0,4,4
28,No,Travel_Rarely,Sales,7,2,Other,1,810,4,Male,90,1,3,Sales Executive,4,Single,4250,19921,6,Y,Yes,21,3,2,80,0,20,6,3,7,2,7,6
35,Yes,Travel_Rarely,Research & Development,7,3,Medical,1,811,1,Male,61,3,1,Laboratory Technician,3,Married,6037,13169,0,Y,Yes,20,3,3,80,2,10,3,3,6,6,0,6
33,No,Travel_Frequently,Research & Development,3,4,Medical,1,812,2,Male,41,1,5,Research Scientist,2,Single,6683,21112,1,Y,Yes,21,4,4,80,0,23,5,4,5,3,2,0
50,Yes,Travel_Rarely,Research & Development,18,5,Medical,1,813,3,Female,70,3,3,Manufacturing Director,3,Divorced,8303,9381,7,Y,No,24,3,2,80,3,33,5,4,5,0,3,0
38,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,814,1,Male,95,4,1,Sales Representative,1,Married,3698,22730,8,Y,No,25,3,1,80,2,13,1,3,2,2,2,1
46,No,Travel_Rarely,Sales,5,2,Medical,1,815,2,Male,37,3,1,Sales Executive,3,Single,6441,4366,9,Y,No,12,3,4,80,0,25,1,3,0,0,0,0
23,No,Non-Travel,Research & Development,29,3,Other,1,816,1,Male,88,4,5,Laboratory Technician,3,Married,4312,15494,6,Y,No,18,3,4,80,3,37,2,3,5,4,1,4
39,Yes,Travel_Frequently,Research & Development,5,5,Other,1,817,4,Male,54,4,2,Healthcare Representative,1,Married,6978,9028,0,Y,Yes,17,3,4,80,2,36,4,3,6,5,3,3
45,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,818,4,Male,34,4,4,Healthcare Representative,1,Married,8898,12428,3,Y,No,11,3,1,80,2,24,0,3,5,5,1,2
37,No,Travel_Rarely,Research & Development,5,3,Medical,1,819,1,Female,74,3,1,Research Scientist,3,Married,11006,25252,9,Y,No,23,3,1,80,1,6,4,3,19,16,12,11
46,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,820,1,Female,31,2,4,Laboratory Technician,4,Married,6772,22259,7,Y,No,12,3,3,80,1,15,1,2,0,0,0,0
32,No,Travel_Rarely,Sales,11,2,Technical Degree,1,821,4,Female,71,3,4,Sales Executive,3,Single,6907,13286,4,Y,No,17,3,3,80,3,34,6,4,1,0,0,1
49,No,Travel_Rarely,Sales,12,1,Marketing,1,822,3,Male,67,3,5,Sales Executive,3,Married,8211,8041,0,Y,No,21,3,3,80,2,4,2,3,10,8,1,10
57,No,Travel_Rarely,Sales,9,3,Life Sciences,1,823,4,Female,32,2,2,Sales Representative,2,Married,14334,21985,6,Y,No,23,4,3,80,0,14,2,3,26,24,4,1
33,No,Travel_Rarely,Sales,2,4,Technical Degree,1,824,4,Female,75,2,5,Sales Representative,3,Divorced,6873,6174,5,Y,No,21,3,1,80,2,4,2,3,9,2,6,1
32,No,Travel_Rarely,Research & Development,15,1,Marketing,1,825,3,Female,51,4,1,Manufacturing Director,3,Divorced,5825,2923,8,Y,No,13,4,3,80,3,28,2,3,5,3,0,3
50,No,Travel_Frequently,Sales,17,3,Other,1,826,1,Male,62,1,2,Sales Executive,3,Married,7877,19002,3,Y,No,12,3,3,80,0,29,2,2,8,0,2,6
51,Yes,Travel_Rarely,Research & Development,1,4,Marketing,1,827,4,Male,61,1,3,Healthcare Representative,1,Single,7508,22784,3,Y,Yes,11,3,3,80,2,18,0,3,8,3,0,8
32,No,Travel_Rarely,Research & Development,1,4,Medical,1,828,4,Male,46,4,2,Laboratory Technician,3,Divorced,8096,24726,7,Y,No,17,4,3,80,0,20,5,3,14,13,14,7
33,No,Travel_Rarely,Research & Development,29,5,Medical,1,829,3,Male,85,3,5,Research Scientist,2,Divorced,4659,5303,3,Y,No,13,4,3,80,1,32,4,2,6,4,0,1
34,No,Travel_Rarely,Research & Development,16,3,Other,1,830,3,Male,32,1,5,Laboratory Technician,2,Married,5985,15885,2,Y,No,16,4,2,80,0,8,6,3,7,6,0,7
24,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,831,2,Male,99,3,4,Research Scientist,4,Single,3766,11239,6,Y,No,20,3,2,80,1,13,5,3,1,0,1,1
28,No,Travel_Rarely,Research & Development,17,1,Medical,1,832,3,Male,78,2,3,Manufacturing Director,1,Single,3214,11890,4,Y,No,18,3,3,80,0,9,1,4,2,2,1,2
27,No,Travel_Rarely,Sales,6,4,Medical,1,833,4,Female,84,2,2,Sales Executive,2,Divorced,5430,23964,8,Y,Yes,16,3,1,80,1,33,1,3,5,0,3,4
30,No,Travel_Rarely,Research & Development,8,3,Marketing,1,834,4,Male,60,4,3,Research Scientist,3,Divorced,3735,9600,4,Y,No,24,3,3,80,3,12,5,4,1,1,0,0
36,No,Travel_Rarely,Research & Development,6,2,Marketing,1,835,3,Male,50,3,4,Research Scientist,4,Divorced,4834,10122,8,Y,No,17,3,4,80,0,37,2,2,0,0,0,0
39,No,Travel_Rarely,Human Resources,1,3,Marketing,1,836,4,Female,45,4,3,Human Resources,3,Divorced,8404,18466,5,Y,No,21,3,2,80,2,25,2,2,9,1,5,9
50,No,Travel_Rarely,Research & Development,10,2,Technical Degree,1,837,1,Female,46,1,3,Research Scientist,4,Divorced,8467,18476,5,Y,Yes,25,3,1,80,3,25,5,3,5,2,5,3
28,No,Travel_Rarely,Research & Development,5,4,Other,1,838,2,Female,30,1,2,Research Scientist,4,Married,5806,25144,5,Y,Yes,16,3,4,80,3,16,2,3,6,1,3,5
45,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,839,3,Female,94,1,3,Laboratory Technician,2,Married,6989,9375,6,Y,Yes,17,3,2,80,0,16,5,3,0,0,0,0
35,No,Travel_Frequently,Research & Development,5,3,Marketing,1,840,1,Male,95,3,4,Healthcare Representative,3,Married,5951,9837,3,Y,No,15,3,1,80,3,39,6,3,4,2,3,4
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,841,3,Female,66,4,1,Research Scientist,2,Divorced,6064,25108,3,Y,No,19,3,2,80,1,35,3,4,2,1,0,1
43,No,Travel_Rarely,Research & Development,1,2,Marketing,1,842,2,Male,53,4,1,Research Scientist,4,Married,7069,21432,8,Y,No,13,3,4,80,1,23,1,2,6,0,6,1
26,Yes,Non-Travel,Research & Development,2,5,Medical,1,843,4,Male,91,1,5,Laboratory Technician,1,Divorced,4691,19851,6,Y,No,16,3,2,80,0,8,2,3,2,1,0,1
40,Yes,Travel_Frequently,Research & Development,1,4,Life Sciences,1,844,4,Male,50,4,1,Healthcare Representative,2,Single,6070,17188,9,Y,No,19,3,3,80,3,3,4,3,2,0,0,2
38,No,Non-Travel,Research & Development,1,4,Technical Degree,1,845,3,Male,66,2,2,Research Scientist,3,Single,7052,14009,5,Y,No,25,4,3,80,2,24,3,2,1,1,0,1
41,Yes,Travel_Rarely,Research & Development,28,2,Marketing,1,846,1,Male,64,2,5,Research Scientist,3,Married,6087,7489,0,Y,No,11,4,1,80,0,22,0,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,1,2,Other,1,847,3,Female,67,2,1,Laboratory Technician,3,Single,9349,21082,6,Y,No,15,3,2,80,0,14,6,3,17,2,11,8
59,No,Travel_Rarely,Sales,2,3,Medical,1,848,4,Female,82,2,1,Sales Executive,3,Single,10909,10983,5,Y,No,23,3,4,80,3,22,3,3,7,2,3,6
31,No,Travel_Rarely,Research & Development,7,3,Marketing,1,849,3,Male,44,4,5,Research Scientist,1,Single,6302,2475,3,Y,No,14,3,3,80,1,34,3,3,2,1,1,2
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,850,1,Male,71,2,2,Manufacturing Director,3,Married,7633,10695,7,Y,No,19,3,1,80,3,36,6,1,14,8,2,13
31,No,Travel_Rarely,Sales,1,4,Marketing,1,851,1,Female,33,2,5,Sales Executive,3,Single,3821,2230,6,Y,No,21,3,1,80,2,31,3,3,0,0,0,0
32,Yes,Travel_Frequently,Research & Development,12,3,Medical,1,852,2,Female,68,2,2,Laboratory Technician,4,Married,2481,9021,7,Y,No,23,3,3,80,2,21,4,3,2,1,1,0
31,Yes,Travel_Rarely,Research & Development,12,2,Other,1,853,2,Male,52,2,2,Manufacturing Director,2,Divorced,5085,11778,8,Y,Yes,21,3,4,80,2,5,6,1,2,2,1,1
47,Yes,Travel_Rarely,Research & Development,2,3,Other,1,854,4,Female,44,2,4,Manufacturing Director,4,Divorced,7273,13282,0,Y,Yes,11,3,2,80,2,19,1,3,3,3,2,3
49,Yes,Non-Travel,Sales,2,3,Other,1,855,4,Male,41,3,1,Sales Executive,3,Married,7905,25217,2,Y,Yes,23,3,3,80,0,21,6,2,1,1,0,0
31,No,Travel_Frequently,Sales,22,4,Medical,1,856,2,Male,99,3,1,Sales Executive,1,Married,5727,20640,1,Y,No,14,3,1,80,2,2,2,3,3,2,1,1
29,No,Non-Travel,Research & Development,13,3,Marketing,1,857,2,Female,83,2,3,Research Scientist,4,Single,3266,22354,2,Y,Yes,11,4,2,80,2,3,4,2,2,0,1,0
41,Yes,Travel_Frequently,Sales,9,3,Medical,1,858,2,Male,67,2,5,Sales Executive,1,Divorced,7101,23222,1,Y,Yes,13,3,1,80,2,30,4,3,1,0,1,0
32,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,859,4,Male,57,4,4,Manufacturing Director,4,Single,5583,18767,5,Y,No,14,3,4,80,3,34,6,3,7,6,7,1
42,No,Travel_Rarely,Research & Development,4,4,Marketing,1,860,3,Female,48,2,1,Healthcare Representative,4,Divorced,5888,13355,8,Y,No,11,3,3,80,1,25,5,3,1,1,0,1
38,No,Non-Travel,Research & Development,6,4,Technical Degree,1,861,3,Female,98,1,3,Research Director,2,Single,7247,12601,1,Y,No,15,3,4,80,1,35,2,3,16,6,2,2
23,No,Travel_Rarely,Research & Development,1,3,Other,1,862,3,Male,93,3,4,Laboratory Technician,2,Single,4835,19144,3,Y,No,16,4,3,80,1,29,5,3,5,0,4,0
50,Yes,Travel_Rarely,Sales,4,1,Life Sciences,1,863,3,Male,33,2,2,Sales Executive,2,Divorced,6951,7243,4,Y,Yes,11,3,4,80,2,12,5,3,3,1,3,1
53,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,864,3,Male,39,3,1,Research Scientist,2,Single,7630,22336,4,Y,Yes,20,4,2,80,3,23,6,3,2,1,2,1
31,No,Travel_Rarely,Research & Development,3,3,Marketing,1,865,2,Female,41,2,5,Healthcare Representative,2,Divorced,3768,19326,0,Y,No,21,4,1,80,0,28,3,3,2,0,1,2
33,No,Travel_Rarely,Sales,12,5,Life Sciences,1,866,3,Male,98,1,4,Sales Executive,2,Married,6995,21079,5,Y,No,23,3,4,80,3,17,5,3,5,4,2,3
39,No,Travel_Frequently,Research & Development,14,5,Technical Degree,1,867,3,Male,36,2,3,Laboratory Technician,3,Single,5269,19680,4,Y,No,23,3,4,80,0,16,0,3,0,0,0,0
40,No,Travel_Rarely,Research & Development,3,4,Medical,1,868,2,Female,73,3,5,Manufacturing Director,1,Divorced,8530,12594,5,Y,Yes,20,3,4,80,3,9,3,3,16,16,7,9
42,No,Travel_Rarely,Research & Development,14,1,Other,1,869,1,Male,52,3,2,Manufacturing Director,4,Divorced,5392,20531,3,Y,No,24,4,1,80,1,3,3,3,2,1,2,0
55,No,Travel_Frequently,Sales,1,4,Life Sciences,1,870,2,Male,31,3,5,Sales Representative,4,Single,8859,25258,5,Y,No,22,4,2,80,1,22,5,2,0,0,0,0
35,No,Travel_Rarely,Sales,14,3,Life Sciences,1,871,3,Male,66,4,3,Sales Executive,3,Divorced,4200,6396,8,Y,Yes,23,3,4,80,2,31,5,3,0,0,0,0
29,Yes,Travel_Frequently,Research & Development,1,4,Marketing,1,872,3,Female,98,3,2,Manufacturing Director,4,Single,3917,18992,0,Y,Yes,25,3,1,80,1,14,1,2,1,0,1,0
24,Yes,Travel_Rarely,Sales,1,3,Marketing,1,873,4,Male,49,2,3,Sales Representative,2,Single,4937,2881,5,Y,No,22,3,3,80,1,3,3,3,6,6,3,4
30,Yes,Non-Travel,Research & Development,8,3,Medical,1,874,1,Male,73,1,1,Research Scientist,1,Married,4485,12442,0,Y,No,14,3,3,80,1,38,0,2,2,0,1,2
36,No,Travel_Rarely,Sales,5,3,Other,1,875,2,Female,99,1,3,Sales Executive,3,Married,4370,25700,6,Y,No,14,3,1,80,3,23,4,3,4,4,4,0
53,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,876,2,Male,80,2,5,Research Scientist,3,Married,8865,12620,3,Y,No,24,3,2,80,1,21,6,3,2,0,0,2
32,No,Travel_Frequently,Research & Development,3,3,Medical,1,877,3,Male,60,4,1,Research Director,3,Single,6105,15042,5,Y,No,11,3,2,80,0,24,5,3,7,7,5,2
39,Yes,Travel_Frequently,Sales,2,4,Other,1,878,3,Male,70,2,1,Sales Executive,4,Single,5944,15494,6,Y,No,12,3,1,80,2,32,3,3,0,0,0,0
36,No,Travel_Rarely,Research & Development,5,1,Medical,1,879,4,Male,87,3,4,Laboratory Technician,4,Divorced,9143,23275,4,Y,No,21,3,3,80,3,5,4,4,13,8,5,4
47,No,Non-Travel,Research & Development,4,2,Life Sciences,1,880,2,Male,34,4,5,Research Scientist,3,Married,5322,8480,8,Y,No,20,3,2,80,0,33,5,3,2,1,0,2
59,Yes,Travel_Rarely,Research & Development,3,2,Marketing,1,881,3,Male,62,2,5,Manufacturing Director,4,Married,9353,25889,7,Y,Yes,15,3,2,80,3,19,1,3,0,0,0,0
32,Yes,Non-Travel,Human Resources,9,3,Marketing,1,882,4,Male,72,4,2,Human Resources,1,Divorced,7348,3994,2,Y,No,12,3,4,80,1,34,6,3,1,0,1,1
32,Yes,Travel_Rarely,Research & Development,11,5,Marketing,1,883,4,Male,48,1,3,Research Scientist,1,Married,5752,18173,0,Y,No,13,3,3,80,3,3,5,3,3,1,2,3
46,Yes,Travel_Rarely,Research & Development,15,2,Technical Degree,1,884,4,Female,61,2,3,Research Scientist,4,Married,8020,19707,9,Y,Yes,19,3,2,80,3,39,0,3,0,0,0,0
43,No,Travel_Rarely,Research & Development,28,2,Medical,1,885,4,Female,32,2,5,Laboratory Technician,3,Married,8207,9768,7,Y,No,15,4,4,80,2,28,2,2,4,3,0,3
53,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,886,4,Female,30,1,3,Healthcare Representative,3,Divorced,9663,14509,3,Y,No,11,3,4,80,3,11,2,3,5,2,4,3
42,Yes,Travel_Rarely,Research & Development,10,4,Medical,1,887,2,Female,70,4,5,Research Scientist,2,Married,7097,3011,6,Y,No,15,3,1,80,3,10,5,3,0,0,0,0
33,No,Travel_Rarely,Sales,4,1,Marketing,1,888,2,Male,77,1,1,Sales Executive,3,Single,5931,25287,3,Y,No,13,3,3,80,2,2,1,3,0,0,0,0
42,Yes,Travel_Rarely,Human Resources,9,4,Medical,1,889,1,Female,68,4,3,Human Resources,1,Married,8077,19072,6,Y,No,11,3,3,80,3,39,0,3,3,1,1,0
46,No,Travel_Rarely,Research & Development,5,3,Other,1,890,4,Male,34,2,3,Manufacturing Director,3,Single,5739,6068,0,Y,Yes,13,3,2,80,3,27,5,3,1,1,0,0
44,No,Travel_Rarely,Research & Development,29,4,Medical,1,891,4,Female,40,4,5,Laboratory Technician,1,Married,8715,5447,0,Y,No,21,3,4,80,0,9,4,3,5,5,3,2
41,Yes,Travel_Frequently,Research & Development,10,3,Technical Degree,1,892,1,Female,51,4,5,Healthcare Representative,1,Single,5941,26281,1,Y,No,16,3,4,80,0,39,1,3,1,0,0,0
46,No,Travel_Rarely,Research & Development,24,5,Technical Degree,1,893,3,Female,93,3,2,Research Scientist,2,Married,13718,17948,4,Y,Yes,20,3,4,80,3,1,3,3,23,0,4,7
47,Yes,Travel_Frequently,Sales,14,1,Marketing,1,894,4,Female,41,3,3,Sales Executive,2,Single,7341,25639,9,Y,Yes,15,3,2,80,3,33,4,2,0,0,0,0
49,No,Non-Travel,Research & Development,18,2,Life Sciences,1,895,4,Male,82,3,4,Research Scientist,4,Single,6176,12236,5,Y,No,22,3,2,80,1,38,5,3,1,0,0,1
42,No,Travel_Rarely,Research & Development,13,3,Other,1,896,3,Male,84,1,5,Research Scientist,1,Married,8774,26459,1,Y,No,22,3,4,80,0,33,3,3,5,1,4,0
35,No,Non-Travel,Sales,4,3,Life Sciences,1,897,4,Male,82,1,4,Sales Executive,1,Divorced,6038,4462,0,Y,No,11,4,3,80,1,3,3,1,7,7,1,5
38,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,898,2,Male,50,3,1,Laboratory Technician,3,Married,5193,7123,8,Y,Yes,21,3,2,80,3,32,6,3,0,0,0,0
47,No,Travel_Rarely,Research & Development,3,3,Other,1,899,2,Male,48,2,1,Manufacturing Director,3,Divorced,9792,6178,6,Y,Yes,12,3,3,80,1,13,4,3,5,1,2,3
29,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,900,3,Female,98,2,4,Research Scientist,1,Divorced,5294,15276,7,Y,No,15,3,2,80,1,21,6,2,4,1,0,1
40,No,Travel_Rarely,Sales,5,3,Marketing,1,901,3,Female,95,2,1,Sales Executive,1,Divorced,6201,16828,5,Y,Yes,19,3,2,80,2,4,3,3,3,1,0,3
33,Yes,Travel_Frequently,Sales,5,3,Medical,1,902,1,Male,88,1,4,Sales Executive,4,Divorced,5175,8149,8,Y,No,21,3,4,80,2,17,6,2,2,0,1,2
37,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,903,4,Female,78,4,2,Research Director,3,Divorced,9731,20136,7,Y,No,24,3,1,80,3,4,2,3,19,8,3,7
48,Yes,Travel_Rarely,Human Resources,29,3,Marketing,1,904,4,Female,88,1,2,Human Resources,2,Divorced,9057,23013,3,Y,Yes,22,3,1,80,0,20,6,3,5,4,3,2
38,No,Travel_Frequently,Research & Development,19,3,Technical Degree,1,905,4,Female,52,3,1,Research Scientist,3,Married,7910,13194,4,Y,Yes,22,4,2,80,3,12,4,3,11,6,10,3
37,Yes,Travel_Rarely,Research & Development,1,4,Other,1,906,2,Female,32,4,4,Research Scientist,2,Single,5308,7916,1,Y,No,23,3,3,80,0,26,1,3,0,0,0,0
24,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,907,3,Male,85,2,4,Laboratory Technician,2,Single,4978,6546,0,Y,Yes,15,3,1,80,2,36,2,3,4,1,0,4
43,No,Travel_Rarely,Research & Development,4,3,Other,1,908,2,Female,87,1,4,Laboratory Technician,3,Married,7960,17361,5,Y,No,15,3,3,80,0,16,1,1,5,1,5,3
42,No,Non-Travel,Research & Development,3,2,Medical,1,909,1,Female,91,1,1,Research Scientist,4,Married,6914,5359,2,Y,No,11,3,3,80,1,7,0,4,6,4,1,6
56,No,Travel_Frequently,Research & Development,12,4,Other,1,910,3,Male,47,3,4,Healthcare Representative,1,Married,10770,23397,3,Y,Yes,15,3,4,80,1,33,1,3,7,3,4,4
34,Yes,Travel_Rarely,Research & Development,5,4,Life Sciences,1,911,1,Male,90,2,5,Research Scientist,4,Divorced,4633,14134,0,Y,No,18,3,2,80,2,2,4,1,1,1,0,0
38,Yes,Travel_Rarely,Research & Development,6,4,Technical Degree,1,912,1,Female,66,1,4,Healthcare Representative,1,Divorced,5226,13488,5,Y,Yes,19,4,4,80,3,33,1,3,3,2,0,3
39,Yes,Travel_Rarely,Research & Development,15,5,Marketing,1,913,4,Male,83,1,5,Research Scientist,2,Single,4899,9604,7,Y,Yes,20,3,2,80,0,14,0,2,4,0,3,1
51,Yes,Travel_Rarely,Sales,13,4,Medical,1,914,1,Female,94,4,2,Sales Executive,1,Married,7272,14501,9,Y,Yes,13,3,3,80,3,20,3,3,0,0,0,0
36,No,Travel_Frequently,Research & Development,1,4,Technical Degree,1,915,4,Female,43,1,5,Healthcare Representative,1,Single,4870,6014,3,Y,No,14,3,3,80,0,37,4,3,5,2,0,2
39,No,Travel_Rarely,Research & Development,10,4,Marketing,1,916,3,Male,34,4,2,Research Scientist,4,Single,7832,2899,9,Y,No,17,3,1,80,2,27,5,3,12,0,0,9
